incident_id,case_number,incident_datetime,incident_type_primary,incident_description,clearance_type,address_1,address_2,city,state,zip,country,latitude,longitude,created_at,updated_at,location,hour_of_day,day_of_week,parent_incident_type,University of Virginia Public Engines Shapes - srfu-ji83
829424540,2017-00018968,9/1/17 22:35,SIMPLE ASSAULT,SIMPLE ASSAULT,,1200 Block LEE STREET,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),22,Friday,Assault,
829425269,2017-00018999,9/2/17 4:00,DISORDERLY CONDUCT,DISORDERLY CONDUCT,,100 Block 14TH STREET NW,,CHARLOTTESVILLE,VA,22903,,38.0341325,-78.4993452,12/20/17 18:23,12/20/17 22:16,POINT (-78.4993452 38.0341325),4,Saturday,Disorder,
829424541,2017-00019035,9/2/17 19:20,SIMPLE ASSAULT,SIMPLE ASSAULT,,1800 Block STADIUM RD,,CHARLOTTESVILLE,VA,22903,,38.030822,-78.513229,12/20/17 18:23,12/20/17 22:16,POINT (-78.513229 38.030822),19,Saturday,Assault,361237
829422263,2017-00019073,9/3/17 4:00,TRESPASS ON REAL PROPERTY,TRESPASS ON REAL PROPERTY,,1800 Block UNIVERSITY AVE,,CHARLOTTESVILLE,VA,22903,,38.034081,-78.504633,12/20/17 17:52,12/20/17 22:16,POINT (-78.504633 38.034081),4,Sunday,Property Crime,361237
829424539,2017-00019128,9/3/17 23:45,SIMPLE ASSAULT,SIMPLE ASSAULT,,1200 Block LEE STREET,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),23,Sunday,Assault,
829424538,2017-00019137,9/4/17 4:16,SIMPLE ASSAULT,SIMPLE ASSAULT,,1200 Block LEE STREET,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),4,Monday,Assault,
829424719,2017-00019162,9/4/17 10:12,THEFT FROM BUILDING,THEFT FROM BUILDING,,200 Block MCCORMICK ROAD,,CHARLOTTESVILLE,VA,22903,,38.0336118,-78.507779,12/20/17 18:23,12/20/17 22:16,POINT (-78.507779 38.0336118),10,Monday,Theft,361237
829424718,2017-00019257,9/5/17 11:58,THEFT FROM BUILDING,THEFT FROM BUILDING,,1200 Block LEE STREET,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),11,Tuesday,Theft,
829424830,2017-00019364,9/6/17 22:01,LARCENY:OTHER,LARCENY:OTHER,,100 Block MCCORMICK RD,,CHARLOTTESVILLE,VA,22903,,38.0366948,-78.505187,12/20/17 18:23,12/20/17 22:16,POINT (-78.50518699999999 38.0366948),22,Wednesday,Theft,361237
829424829,2017-00019432,9/7/17 16:14,LARCENY:OTHER,LARCENY:OTHER,,400 Block MCKORMICK RD,,CHARLOTTESVILLE,VA,22904,,38.0341859,-78.5128051,12/20/17 18:23,12/20/17 22:16,POINT (-78.5128051 38.0341859),16,Thursday,Theft,361237
829422257,2017-00019526,9/8/17 20:46,TRESPASS ON REAL PROPERTY,TRESPASS ON REAL PROPERTY,,100 Block CULBRETH ROAD,,CHARLOTTESVILLE,VA,22903,,38.0401791,-78.5042088,12/20/17 17:52,12/20/17 22:16,POINT (-78.5042088 38.0401791),20,Friday,Property Crime,361237
829424724,2017-00019753,9/11/17 17:35,THEFT FROM BUILDING,THEFT FROM BUILDING,,1200 Block LEE ST,,CHARLOTTESVILLE,VA,22903,,38.0324114,-78.4990351,12/20/17 18:23,12/20/17 22:16,POINT (-78.4990351 38.0324114),17,Monday,Theft,
829424544,2017-00019810,9/12/17 9:45,SIMPLE ASSAULT,SIMPLE ASSAULT,,1200 Block LEE STREET,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),9,Tuesday,Assault,
829424543,2017-00019858,9/12/17 23:30,SIMPLE ASSAULT,SIMPLE ASSAULT,,1200 Block LEE STREET,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),23,Tuesday,Assault,
829422258,2017-00019857,9/13/17 0:19,TRESPASS ON REAL PROPERTY,TRESPASS ON REAL PROPERTY,,1800 Block UNIVERSITY AVENUE,,CHARLOTTESVILLE,VA,22903,,38.034081,-78.504633,12/20/17 17:52,12/20/17 22:16,POINT (-78.504633 38.034081),0,Wednesday,Property Crime,361237
829422259,2017-00019997,9/14/17 9:43,TRESPASS ON REAL PROPERTY,TRESPASS ON REAL PROPERTY,,400 Block WHITEHEAD RD,,CHARLOTTESVILLE,VA,22904,,38.0328803,-78.5134903,12/20/17 17:52,12/20/17 22:16,POINT (-78.5134903 38.0328803),9,Thursday,Property Crime,361237
829424542,2017-00020006,9/14/17 10:53,SIMPLE ASSAULT,SIMPLE ASSAULT,,1200 Block LEE STREET,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),10,Thursday,Assault,
829425003,2017-00020010,9/14/17 12:00,LARCENY:OTHER,LARCENY:OTHER,,1200 Block LEE ST,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),12,Thursday,Theft,
829424721,2017-00020037,9/14/17 21:40,THEFT FROM BUILDING,THEFT FROM BUILDING,,400 Block WHITEHEAD RD,,CHARLOTTESVILLE,VA,22904,,38.0328803,-78.5134903,12/20/17 18:23,12/20/17 22:16,POINT (-78.5134903 38.0328803),21,Thursday,Theft,361237
829424723,2017-00020094,9/15/17 14:56,THEFT FROM BUILDING,THEFT FROM BUILDING,,900 Block EMMET ST N,,CHARLOTTESVILLE,VA,22903,,38.0488524,-78.5025485,12/20/17 18:23,12/20/17 22:16,POINT (-78.5025485 38.0488524),14,Friday,Theft,
829424722,2017-00020103,9/15/17 16:58,THEFT FROM BUILDING,THEFT FROM BUILDING,,900 Block EMMET ST N,,CHARLOTTESVILLE,VA,22903,,38.0490732,-78.5023069,12/20/17 18:23,12/20/17 22:16,POINT (-78.5023069 38.0490732),16,Friday,Theft,
829422261,2017-00020219,9/16/17 19:41,TRESPASS ON REAL PROPERTY,TRESPASS ON REAL PROPERTY,,1300 Block LEE STREET,,CHARLOTTESVILLE,VA,22903,,38.0313639,-78.4989202,12/20/17 17:52,12/20/17 22:16,POINT (-78.4989202 38.0313639),19,Saturday,Property Crime,
829425157,2017-00020233,9/17/17 5:15,DRUG/NARCOTICS VIOLATIONS,DRUG/NARCOTICS VIOLATIONS,,RESERVOIR ROAD,,CHARLOTTESVILLE,VA,22903,,38.0243596,-78.5468913,12/20/17 18:23,12/20/17 22:16,POINT (-78.5468913 38.0243596),5,Sunday,Drugs,
829424720,2017-00020278,9/17/17 16:46,THEFT FROM BUILDING,THEFT FROM BUILDING,,1 Block S LAWN,,CHARLOTTESVILLE,VA,22903,,38.0352422,-78.5036059,12/20/17 18:23,12/20/17 22:16,POINT (-78.5036059 38.0352422),16,Sunday,Theft,361237
829422262,2017-00020287,9/17/17 19:15,TRESPASS ON REAL PROPERTY,TRESPASS ON REAL PROPERTY,,1400 Block UNIVERSITY AVE,,CHARLOTTESVILLE,VA,22903,,38.0340277,-78.5000549,12/20/17 17:52,12/20/17 22:16,POINT (-78.5000549 38.0340277),19,Sunday,Property Crime,361237
829425005,2017-00020302,9/17/17 23:30,LARCENY:OTHER,LARCENY:OTHER,,400 Block FLOYD DR,,CHARLOTTESVILLE,VA,22903,,38.0288518,-78.5175597,12/20/17 18:23,12/20/17 22:16,POINT (-78.51755969999999 38.0288518),23,Sunday,Theft,361237
829425004,2017-00020308,9/18/17 3:13,LARCENY:OTHER,LARCENY:OTHER,,1 Block HOSPITAL DRIVE,,CHARLOTTESVILLE,VA,22903,,38.0345673,-78.5013872,12/20/17 18:23,12/20/17 22:16,POINT (-78.5013872 38.0345673),3,Monday,Theft,361237
829422260,2017-00020319,9/18/17 9:25,TRESPASS ON REAL PROPERTY,TRESPASS ON REAL PROPERTY,,100 Block AMPHITHEATER WAY,,CHARLOTTESVILLE,VA,22903,,38.0343004,-78.5058406,12/20/17 17:52,12/20/17 22:16,POINT (-78.5058406 38.0343004),9,Monday,Property Crime,361237
829425158,2017-00020309,9/18/17 14:35,DRUG/NARCOTICS VIOLATIONS,DRUG/NARCOTICS VIOLATIONS,,EMMET ST & STADIUM RD,,CHARLOTTESVILLE,VA,22903,,38.0327601,-78.5090894,12/20/17 18:23,12/20/17 22:16,POINT (-78.5090894 38.0327601),14,Monday,Drugs,361237
829424713,2017-00020479,9/20/17 9:15,THEFT FROM BUILDING,THEFT FROM BUILDING,,200 Block EMMET ST S,,CHARLOTTESVILLE,VA,22903,,38.0374763,-78.5071495,12/20/17 18:23,12/20/17 22:16,POINT (-78.5071495 38.0374763),9,Wednesday,Theft,361237
829424714,2017-00020567,9/21/17 15:30,THEFT FROM BUILDING,THEFT FROM BUILDING,,900 Block EMMET ST N,,CHARLOTTESVILLE,VA,22903,,38.0488524,-78.5025485,12/20/17 18:23,12/20/17 22:16,POINT (-78.5025485 38.0488524),15,Thursday,Theft,
829425000,2017-00020762,9/23/17 18:50,LARCENY:OTHER,LARCENY:OTHER,,1800 Block UNIVERSITY AVENUE,,CHARLOTTESVILLE,VA,22903,,38.034081,-78.504633,12/20/17 18:23,12/20/17 22:16,POINT (-78.504633 38.034081),18,Saturday,Theft,361237
829422271,2017-00020814,9/24/17 5:00,TRESPASS ON REAL PROPERTY,TRESPASS ON REAL PROPERTY,,1200 Block LEE STREET,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 17:52,12/20/17 22:16,POINT (-78.4988225 38.0311849),5,Sunday,Property Crime,
829424547,2017-00020799,9/24/17 5:00,SIMPLE ASSAULT,SIMPLE ASSAULT,,1200 Block LEE STREET,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),5,Sunday,Assault,
829422272,2017-00020813,9/24/17 5:22,TRESPASS ON REAL PROPERTY,TRESPASS ON REAL PROPERTY,,HOSPITAL DRIVE,,CHARLOTTESVILLE,VA,22903,,38.0341042,-78.5021748,12/20/17 17:52,12/20/17 22:16,POINT (-78.50217479999999 38.0341042),5,Sunday,Property Crime,361237
829424548,2017-00020863,9/25/17 1:10,SIMPLE ASSAULT,SIMPLE ASSAULT,,1800 Block STADIUM ROAD,,CHARLOTTESVILLE,VA,22903,,38.030822,-78.513229,12/20/17 18:23,12/20/17 22:16,POINT (-78.513229 38.030822),1,Monday,Assault,361237
829422267,2017-00020986,9/26/17 22:15,TRESPASS ON REAL PROPERTY,TRESPASS ON REAL PROPERTY,,200 Block MCCORMICK RD,,CHARLOTTESVILLE,VA,22903,,38.034491,-78.5058241,12/20/17 17:52,12/20/17 22:16,POINT (-78.5058241 38.034491),22,Tuesday,Property Crime,361237
829424712,2017-00021020,9/27/17 10:20,THEFT FROM BUILDING,THEFT FROM BUILDING,,900 Block EMMET STREET N,,CHARLOTTESVILLE,VA,22903,,38.0488524,-78.5025485,12/20/17 18:23,12/20/17 22:16,POINT (-78.5025485 38.0488524),10,Wednesday,Theft,
829424549,2017-00021054,9/27/17 19:40,SIMPLE ASSAULT,SIMPLE ASSAULT,,1200 Block LEE STREET,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),19,Wednesday,Assault,
829425160,2017-00021148,9/28/17 22:07,DRUG/NARCOTICS VIOLATIONS,DRUG/NARCOTICS VIOLATIONS,,2500 Block STADIUM ROAD,,CHARLOTTESVILLE,VA,22903,,38.029105,-78.521101,12/20/17 18:23,12/20/17 22:16,POINT (-78.521101 38.02910500000001),22,Thursday,Drugs,361237
829422268,2017-00021191,9/29/17 5:28,TRESPASS ON REAL PROPERTY,TRESPASS ON REAL PROPERTY,,1300 Block LEE STREET,,CHARLOTTESVILLE,VA,22903,,38.0313639,-78.4989202,12/20/17 17:52,12/20/17 22:16,POINT (-78.4989202 38.0313639),5,Friday,Property Crime,
829425002,2017-00021207,9/29/17 15:30,LARCENY:OTHER,LARCENY:OTHER,,500 Block ALDERMAN RD,,CHARLOTTESVILLE,VA,22903,,38.0369982,-78.5146261,12/20/17 18:23,12/20/17 22:16,POINT (-78.5146261 38.0369982),15,Friday,Theft,
829422270,2017-00021306,9/30/17 23:20,TRESPASS ON REAL PROPERTY,TRESPASS ON REAL PROPERTY,,1400 Block UNIVERSITY AVE,,CHARLOTTESVILLE,VA,22903,,38.0340277,-78.5000549,12/20/17 17:52,12/20/17 22:16,POINT (-78.5000549 38.0340277),23,Saturday,Property Crime,361237
829425001,2017-00021443,10/2/17 15:30,LARCENY:OTHER,LARCENY:OTHER,,700 Block ALDERMAN ROAD,,CHARLOTTESVILLE,VA,22903,,38.0308584,-78.5155051,12/20/17 18:23,12/20/17 22:16,POINT (-78.5155051 38.0308584),15,Monday,Theft,361237
829425159,2017-00021474,10/2/17 23:45,DRUG/NARCOTICS VIOLATIONS,DRUG/NARCOTICS VIOLATIONS,,2500 Block STADIUM ROAD,,CHARLOTTESVILLE,VA,22903,,38.029105,-78.521101,12/20/17 18:23,12/20/17 22:16,POINT (-78.521101 38.02910500000001),23,Monday,Drugs,361237
829422265,2017-00021608,10/4/17 3:00,TRESPASS ON REAL PROPERTY,TRESPASS ON REAL PROPERTY,,1200 Block LEE STREET,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 17:52,12/20/17 22:16,POINT (-78.4988225 38.0311849),3,Wednesday,Property Crime,
829425161,2017-00021600,10/4/17 3:26,DRUG/NARCOTICS VIOLATIONS,DRUG/NARCOTICS VIOLATIONS,,1200 Block LEE STREET,,CHARLOTTESVILLE,VA,22908,,38.0319188,-78.49866,12/20/17 18:23,12/20/17 22:16,POINT (-78.49866 38.0319188),3,Wednesday,Drugs,
829422266,2017-00021685,10/5/17 12:00,TRESPASS ON REAL PROPERTY,TRESPASS ON REAL PROPERTY,,1400 Block JPA,,CHARLOTTESVILLE,VA,22903,,38.0317859,-78.501907,12/20/17 17:52,12/20/17 22:16,POINT (-78.501907 38.0317859),12,Thursday,Property Crime,
829424801,2017-00021695,10/5/17 17:32,THEFT FROM MOTOR VEHICLE,THEFT FROM MOTOR VEHICLE,,300 Block CRISPELL DR,,CHARLOTTESVILLE,VA,22903,,38.029855,-78.500877,12/20/17 18:23,12/20/17 22:16,POINT (-78.500877 38.029855),17,Thursday,Theft from Vehicle,
829424546,2017-00021771,10/6/17 19:30,SIMPLE ASSAULT,SIMPLE ASSAULT,,1200 Block LEE STREET,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),19,Friday,Assault,
829422273,2017-00021780,10/7/17 2:44,TRESPASS ON REAL PROPERTY,TRESPASS ON REAL PROPERTY,,1 Block EAST LAWN,,CHARLOTTESVILLE,VA,22903,,38.0352422,-78.5036059,12/20/17 17:52,12/20/17 22:16,POINT (-78.5036059 38.0352422),2,Saturday,Property Crime,361237
829425163,2017-00021939,10/8/17 23:50,DRUG/NARCOTICS VIOLATIONS,DRUG/NARCOTICS VIOLATIONS,,1200 Block W MAIN ST,,CHARLOTTESVILLE,VA,22903,,38.0327705,-78.4973759,12/20/17 18:23,12/20/17 22:16,POINT (-78.4973759 38.0327705),23,Sunday,Drugs,
829424826,2017-00021992,10/9/17 21:10,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,CEMETARY ROAD & ALDERMAN ROAD,,CHARLOTTESVILLE,VA,22903,,38.0354587,-78.5140766,12/20/17 18:23,12/20/17 22:16,POINT (-78.5140766 38.0354587),21,Monday,Theft from Vehicle,361237
829425164,2017-00022002,10/9/17 23:21,DRUG/NARCOTICS VIOLATIONS,DRUG/NARCOTICS VIOLATIONS,,1 Block HANCOCK DR,,CHARLOTTESVILLE,VA,22903,,38.036174,-78.5120754,12/20/17 18:23,12/20/17 22:16,POINT (-78.5120754 38.036174),23,Monday,Drugs,361237
829424999,2017-00022046,10/10/17 12:00,LARCENY:OTHER,LARCENY:OTHER,,400 Block MCCORMICK ROAD,,CHARLOTTESVILLE,VA,22904,,38.0341859,-78.5128051,12/20/17 18:23,12/20/17 22:16,POINT (-78.5128051 38.0341859),12,Tuesday,Theft,361237
829424998,2017-00022147,10/11/17 14:45,LARCENY:OTHER,LARCENY:OTHER,,1500 Block JEFFERSON PARK AVENUE,,CHARLOTTESVILLE,VA,22903,,38.031429,-78.50511,12/20/17 18:23,12/20/17 22:16,POINT (-78.50511 38.031429),14,Wednesday,Theft,
829424545,2017-00022191,10/12/17 0:12,SIMPLE ASSAULT,SIMPLE ASSAULT,,1200 Block LEE STREET,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),0,Thursday,Assault,
829422274,2017-00022224,10/12/17 10:45,TRESPASS ON REAL PROPERTY,TRESPASS ON REAL PROPERTY,,1 Block SOUTH LAWN,,CHARLOTTESVILLE,VA,22903,,38.030846,-78.504662,12/20/17 17:52,12/20/17 22:16,POINT (-78.504662 38.030846),10,Thursday,Property Crime,
829424997,2017-00022392,10/14/17 13:30,LARCENY:OTHER,LARCENY:OTHER,,1 Block LAMBETH COMMON,,CHARLOTTESVILLE,VA,22903,,38.042174,-78.5035715,12/20/17 18:23,12/20/17 22:16,POINT (-78.50357149999999 38.042174),13,Saturday,Theft,361237
829425162,2017-00022451,10/14/17 23:13,DRUG/NARCOTICS VIOLATIONS,DRUG/NARCOTICS VIOLATIONS,,1 Block HANCOCK DRIVE,,CHARLOTTESVILLE,VA,22903,,38.036174,-78.5120754,12/20/17 18:23,12/20/17 22:16,POINT (-78.5120754 38.036174),23,Saturday,Drugs,361237
829425009,2017-00022494,10/15/17 12:58,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,,100 Block RUPPEL DRIVE & ROBERTSON HALL,,CHARLOTTESVILLE,VA,22903,,38.0329799,-78.5037225,12/20/17 18:23,12/20/17 22:16,POINT (-78.5037225 38.0329799),12,Sunday,Theft of Vehicle,361237
829424641,2017-00022530,10/16/17 5:35,BURGLARY/B&E,BURGLARY/B&E,,100 Block UNIVERSITY GARDEN,,CHARLOTTESVILLE,VA,22903,,38.0419164,-78.5008835,12/20/17 18:23,12/20/17 22:16,POINT (-78.5008835 38.0419164),5,Monday,Breaking & Entering,
829424441,2017-00022642,10/17/17 8:22,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,,500 Block MCCORMICK ROAD,,CHARLOTTESVILLE,VA,22904,,38.0345108,-78.5174329,12/20/17 18:23,12/20/17 22:16,POINT (-78.5174329 38.0345108),8,Tuesday,Assault,361237
829424839,2017-00022655,10/17/17 15:50,LARCENY:OTHER,LARCENY:OTHER,,100 Block 11TH ST NW,,CHARLOTTESVILLE,VA,22903,,38.0322791,-78.4971098,12/20/17 18:23,12/20/17 22:16,POINT (-78.49710979999999 38.0322791),15,Tuesday,Theft,
829424840,2017-00022729,10/18/17 9:15,LARCENY:OTHER,LARCENY:OTHER,,500 Block ALDERMAN ROAD,,CHARLOTTESVILLE,VA,22903,,38.0360198,-78.5159183,12/20/17 18:23,12/20/17 22:16,POINT (-78.5159183 38.0360198),9,Wednesday,Theft,361237
829424841,2017-00022809,10/19/17 16:07,LARCENY:OTHER,LARCENY:OTHER,,700 Block ALDERMAN RD,,CHARLOTTESVILLE,VA,22903,,38.0308584,-78.5155051,12/20/17 18:23,12/20/17 22:16,POINT (-78.5155051 38.0308584),16,Thursday,Theft,361237
829424707,2017-00022808,10/19/17 16:41,THEFT FROM BUILDING,THEFT FROM BUILDING,,400 Block TREE HOUSE DRIVE,,CHARLOTTESVILLE,VA,22903,,38.0334465,-78.5149304,12/20/17 18:23,12/20/17 22:16,POINT (-78.5149304 38.0334465),16,Thursday,Theft,361237
829425268,2017-00022835,10/20/17 2:55,DISORDERLY CONDUCT,DISORDERLY CONDUCT,,1400 Block UNIVERSITY AVE,,CHARLOTTESVILLE,VA,22903,,38.0343616,-78.49976,12/20/17 18:23,12/20/17 22:16,POINT (-78.49976 38.0343616),2,Friday,Disorder,
829424642,2017-00022852,10/20/17 5:42,BURGLARY/B&E,BURGLARY/B&E,,400 Block SEYMOUR ROAD,,CHARLOTTESVILLE,VA,22903,,38.0488655,-78.5089982,12/20/17 18:23,12/20/17 22:16,POINT (-78.5089982 38.0488655),5,Friday,Breaking & Entering,361237
829424643,2017-00022854,10/20/17 12:00,BURGLARY/B&E,BURGLARY/B&E,,300 Block PEYTON CT,,CHARLOTTESVILLE,VA,22903,,38.0486798,-78.5098639,12/20/17 18:23,12/20/17 22:16,POINT (-78.5098639 38.0486798),12,Friday,Breaking & Entering,361237
829424842,2017-00022975,10/21/17 22:43,LARCENY:OTHER,LARCENY:OTHER,,1 Block E LAWN,,CHARLOTTESVILLE,VA,22903,,38.030846,-78.504662,12/20/17 18:23,12/20/17 22:16,POINT (-78.504662 38.030846),22,Saturday,Theft,
829424551,2017-00023085,10/23/17 2:39,SIMPLE ASSAULT,SIMPLE ASSAULT,,1200 Block LEE STREET,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),2,Monday,Assault,
829424844,2017-00023127,10/23/17 17:13,LARCENY:OTHER,LARCENY:OTHER,,400 Block FLOYD DRIVE,,CHARLOTTESVILLE,VA,22903,,38.0288518,-78.5175597,12/20/17 18:23,12/20/17 22:16,POINT (-78.51755969999999 38.0288518),17,Monday,Theft,361237
829424704,2017-00023154,10/23/17 21:45,THEFT FROM BUILDING,THEFT FROM BUILDING,,200 Block MCCORMICK ROAD,,CHARLOTTESVILLE,VA,22903,,38.0342743,-78.506242,12/20/17 18:23,12/20/17 22:16,POINT (-78.506242 38.0342743),21,Monday,Theft,361237
829424550,2017-00023359,10/26/17 12:15,SIMPLE ASSAULT,SIMPLE ASSAULT,,1200 Block LEE ST,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),12,Thursday,Assault,
829424552,2017-00023413,10/27/17 2:57,SIMPLE ASSAULT,SIMPLE ASSAULT,,1200 Block LEE ST,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),2,Friday,Assault,
829424705,2017-00023561,10/28/17 20:30,THEFT FROM BUILDING,THEFT FROM BUILDING,,400 Block WHITEHEAD RD,,CHARLOTTESVILLE,VA,22904,,38.0328803,-78.5134903,12/20/17 18:23,12/20/17 22:16,POINT (-78.5134903 38.0328803),20,Saturday,Theft,361237
829424703,2017-00023536,10/28/17 21:33,THEFT FROM BUILDING,THEFT FROM BUILDING,,1200 Block LEE ST,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),21,Saturday,Theft,
829425152,2017-00023541,10/28/17 23:26,DRUG/NARCOTICS VIOLATIONS,DRUG/NARCOTICS VIOLATIONS,,SUNSET AVE @ SUNSET RD,,CHARLOTTESVILLE,VA,22903,,38.019894,-78.5175612,12/20/17 18:23,12/20/17 22:16,POINT (-78.5175612 38.019894),23,Saturday,Drugs,
829424804,2017-00023538,10/29/17 3:15,THEFT FROM MOTOR VEHICLE,THEFT FROM MOTOR VEHICLE,,100 Block VAUGHAN DR,,CHARLOTTESVILLE,VA,,,38.0335529,-78.5079772,12/20/17 18:23,12/20/17 22:16,POINT (-78.5079772 38.0335529),3,Sunday,Theft from Vehicle,361237
829422255,2017-00023584,10/29/17 4:42,TRESPASS ON REAL PROPERTY,TRESPASS ON REAL PROPERTY,,600 Block BLOCK MCCORMICK RD,,CHARLOTTESVILLE,VA,22903,,38.0329765,-78.5223966,12/20/17 17:52,12/20/17 22:16,POINT (-78.5223966 38.0329765),4,Sunday,Property Crime,361237
829422256,2017-00023714,10/30/17 21:55,TRESPASS ON REAL PROPERTY,TRESPASS ON REAL PROPERTY,,400 Block WHITEHEAD ROAD,,CHARLOTTESVILLE,VA,22904,,38.0328803,-78.5134903,12/20/17 17:52,12/20/17 22:16,POINT (-78.5134903 38.0328803),21,Monday,Property Crime,361237
829424555,2017-00023774,10/31/17 22:46,SIMPLE ASSAULT,SIMPLE ASSAULT,,100 Block CULBRETH EOAD,,CHARLOTTESVILLE,VA,22903,,38.0399528,-78.5041879,12/20/17 18:23,12/20/17 22:16,POINT (-78.50418789999999 38.0399528),22,Tuesday,Assault,361237
829422253,2017-00023794,11/1/17 4:47,TRESPASS ON REAL PROPERTY,TRESPASS ON REAL PROPERTY,,1300 Block LEE STREET,,CHARLOTTESVILLE,VA,22903,,38.0313639,-78.4989202,12/20/17 17:52,12/20/17 22:16,POINT (-78.4989202 38.0313639),4,Wednesday,Property Crime,
829424554,2017-00023816,11/1/17 11:30,SIMPLE ASSAULT,SIMPLE ASSAULT,,1800 Block UNIVERSITY AVENUE,,CHARLOTTESVILLE,VA,22903,,38.034081,-78.504633,12/20/17 18:23,12/20/17 22:16,POINT (-78.504633 38.034081),11,Wednesday,Assault,361237
829424845,2017-00023899,11/2/17 12:35,LARCENY:OTHER,LARCENY:OTHER,,1200 Block LEE STREET,,CHARLOTTESVILLE,VA,22903,,38.0324114,-78.4990351,12/20/17 18:23,12/20/17 22:16,POINT (-78.4990351 38.0324114),12,Thursday,Theft,
829422252,2017-00023964,11/3/17 1:00,TRESPASS ON REAL PROPERTY,TRESPASS ON REAL PROPERTY,,1800 Block STADIUM ROAD,,CHARLOTTESVILLE,VA,22903,,38.030822,-78.513229,12/20/17 17:52,12/20/17 22:16,POINT (-78.513229 38.030822),1,Friday,Property Crime,361237
829424553,2017-00023967,11/3/17 3:00,SIMPLE ASSAULT,SIMPLE ASSAULT,,1500 Block UNIVERSITY AVE,,CHARLOTTESVILLE,VA,22903,,38.0349343,-78.5002958,12/20/17 18:23,12/20/17 22:16,POINT (-78.5002958 38.0349343),3,Friday,Assault,
829424711,2017-00024007,11/3/17 15:45,THEFT FROM BUILDING,THEFT FROM BUILDING,,1200 Block LEE ST,,CHARLOTTESVILLE,VA,22908,,38.0311849,-78.4988225,12/20/17 18:23,12/20/17 22:16,POINT (-78.4988225 38.0311849),15,Friday,Theft,
829425267,2017-00024065,11/4/17 2:30,DISORDERLY CONDUCT,DISORDERLY CONDUCT,,1400 Block UNIVERSIYT AVE,,CHARLOTTESVILLE,VA,22903,,38.0342888,-78.4999785,12/20/17 18:23,12/20/17 22:16,POINT (-78.4999785 38.0342888),2,Saturday,Disorder,
829425150,2017-00024076,11/4/17 5:11,DRUG/NARCOTICS VIOLATIONS,DRUG/NARCOTICS VIOLATIONS,,400 Block EMMET ST S,,CHARLOTTESVILLE,VA,22903,,38.0363511,-78.5073382,12/20/17 18:23,12/20/17 22:16,POINT (-78.50733819999999 38.0363511),5,Saturday,Drugs,361237
829425151,2017-00024107,11/4/17 17:30,DRUG/NARCOTICS VIOLATIONS,DRUG/NARCOTICS VIOLATIONS,,STADIUM ROAD @ ALDERMAN ROAD,,CHARLOTTESVILLE,VA,22903,,38.0286342,-78.5165043,12/20/17 18:23,12/20/17 22:16,POINT (-78.5165043 38.0286342),17,Saturday,Drugs,361237
